window_size,embed_size,k,metric,MAE
600,10,20,dtw_metric,0.5156758326063093
600,15,20,dtw_metric,0.5419809798659169
1200,10,20,dtw_metric,0.4944994461737067
1200,15,20,dtw_metric,0.519196069091949
1800,10,20,dtw_metric,0.493253576816216
1800,15,20,dtw_metric,0.5109716322944797
2400,10,20,dtw_metric,0.48549747905794227
2400,15,20,dtw_metric,0.5040493950807328
